City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
448,Mudgee,AU,-32.5943,149.5871,64.78,56,94,5.95,overcast clouds
449,Barkly West,ZA,-28.5354,24.5215,27.68,66,0,5.32,clear sky
450,Contamana,PE,-7.3333,-75.0167,74.98,80,51,2.1,broken clouds
451,Ambon,ID,-3.6954,128.1814,80.58,79,91,10.98,overcast clouds
452,Caluquembe,AO,-13.7833,14.6833,53.74,61,7,0.63,clear sky
453,Russkaya Polyana,UA,49.417,31.9201,64.67,93,83,8.88,light rain
454,Pinawa,CA,50.1489,-95.8811,51.98,87,66,5.53,broken clouds
455,Robertsport,LR,6.7533,-11.3686,75.0,83,100,10.02,overcast clouds
456,Santa Catalina,PH,9.3337,122.8637,85.98,75,81,6.64,broken clouds
457,Sussex,US,41.1834,-74.6663,79.56,94,0,0.0,clear sky
458,Tara,RU,56.8944,74.371,66.0,65,38,6.08,scattered clouds
459,Sayyan,YE,15.1718,44.3244,64.36,61,100,3.96,overcast clouds
460,Natchez,US,31.5604,-91.4032,77.22,83,0,5.75,clear sky
461,Livingston,GB,55.9029,-3.5226,58.28,93,20,5.75,few clouds
462,Yantal,RU,56.8471,105.2542,75.06,54,97,4.36,overcast clouds
463,Alice Springs,AU,-23.7,133.8833,69.22,32,0,10.36,clear sky
464,Smoky Lake,CA,54.1169,-112.4686,61.52,82,99,4.61,overcast clouds
465,Hue,VN,16.4667,107.6,91.51,62,20,8.05,few clouds
466,Chuy,UY,-33.6971,-53.4616,57.74,97,100,5.23,overcast clouds
467,Valdivia,CL,-39.8142,-73.2459,46.49,99,100,4.25,overcast clouds
468,Rio Grande,BR,-32.035,-52.0986,59.95,99,95,4.72,overcast clouds
469,Puerto Baquerizo Moreno,EC,-0.9,-89.6,69.35,80,92,11.88,overcast clouds
470,Vanavara,RU,60.34,102.2797,77.23,42,11,3.69,few clouds
471,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.67,88,1,9.13,clear sky
472,Buta,CD,2.7858,24.73,70.12,97,96,1.66,overcast clouds
473,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,57.61,97,100,6.17,overcast clouds
474,Kavaratti,IN,10.5669,72.642,81.99,75,100,11.63,overcast clouds
475,Teya,RU,60.3778,92.6267,68.56,59,81,6.71,light rain
476,Kamenka,RU,51.3223,42.7678,70.59,71,60,4.34,broken clouds
477,Isangel,VU,-19.55,169.2667,79.23,77,12,2.82,few clouds
478,Mayo,US,38.8876,-76.5119,86.41,76,0,8.05,clear sky
479,Byron Bay,AU,-28.65,153.6167,69.94,66,21,5.3,few clouds
480,Kango,GA,0.1943,10.0951,72.54,84,100,1.23,overcast clouds
481,Mattru,SL,7.6244,-11.8332,71.64,98,100,2.84,light rain
482,Yulara,AU,-25.2406,130.9889,66.16,34,0,9.24,clear sky
483,Tongliao,CN,43.6125,122.2653,85.89,55,55,7.16,broken clouds
484,Tautira,PF,-17.7333,-149.15,77.68,82,15,14.05,light rain
485,Maceio,BR,-9.6658,-35.7353,71.04,88,20,4.61,few clouds
486,Preobrazheniye,RU,42.9019,133.9064,71.1,82,84,5.23,broken clouds
487,Nishihara,JP,26.1842,127.7558,89.26,74,75,13.8,broken clouds
488,Vostok,RU,46.4856,135.8833,68.67,89,94,3.49,overcast clouds
489,San Patricio,US,28.017,-97.5169,85.89,77,0,14.2,clear sky
490,Spirit River,CA,55.7833,-118.8361,59.43,62,100,8.41,overcast clouds
491,Maltahohe,NA,-24.8333,16.9833,49.23,65,15,8.21,few clouds
492,Oum Hadjer,TD,13.2954,19.6966,81.93,66,76,10.38,broken clouds
493,Gashua,NG,12.871,11.0482,83.52,54,95,8.48,overcast clouds
494,Suraabad,AZ,40.8192,49.4687,77.31,57,96,19.13,overcast clouds
495,Kiama,AU,-34.6833,150.8667,68.38,68,30,5.01,scattered clouds
496,Mustasaari,FI,63.1142,21.6822,62.89,88,0,3.44,clear sky
497,Labrea,BR,-7.2586,-64.7981,76.53,68,29,1.7,scattered clouds
498,Kerchevskiy,RU,59.946,56.2884,72.16,64,72,4.88,broken clouds
499,Suratgarh,IN,29.3167,73.9,92.91,53,58,15.55,broken clouds
500,Jalingo,NG,8.8833,11.3667,73.22,93,100,3.09,light rain
501,Omboue,GA,-1.5746,9.2618,71.73,79,94,2.28,overcast clouds
502,Selkirk,CA,50.1436,-96.8845,56.07,89,32,7.43,scattered clouds
503,Rylsk,RU,51.5655,34.6822,62.83,95,100,5.01,light rain
504,Jamame,SO,0.0722,42.7506,77.5,67,58,15.48,broken clouds
505,Barra Patuca,HN,15.8,-84.2833,78.4,83,74,4.81,broken clouds
506,Konstantinovka,RU,49.6167,127.9833,84.09,44,17,6.82,few clouds
507,Teguise,ES,29.0605,-13.564,70.02,88,0,4.61,clear sky
508,Hata,IN,26.7461,83.7403,91.27,53,21,17.76,few clouds
509,Tuatapere,NZ,-46.1333,167.6833,44.35,83,86,2.73,overcast clouds
510,Canutama,BR,-6.5339,-64.3831,76.93,63,42,2.01,scattered clouds
511,Colombia,CU,20.9881,-77.4297,74.41,93,97,8.9,overcast clouds
512,Sheltozero,RU,61.3667,35.3667,62.11,96,100,4.72,overcast clouds
513,Rumonge,BI,-3.9736,29.4386,75.45,55,100,1.03,overcast clouds
514,Gacko,BA,43.1672,18.5353,63.82,79,0,5.01,clear sky
515,Tucuman,AR,-26.8241,-65.2226,66.2,72,0,10.36,clear sky
516,Cap-Aux-Meules,CA,47.3821,-61.8597,73.42,78,91,12.66,overcast clouds
517,Westerland,DE,54.9079,8.3033,68.02,83,100,4.61,overcast clouds
518,Ocos,GT,14.5094,-92.1933,75.38,81,68,5.5,broken clouds
519,Binzhou,CN,37.3667,118.0167,91.76,45,63,9.13,broken clouds
520,Moville,US,42.4889,-96.0725,70.7,43,93,7.05,overcast clouds
521,Tuim,RU,54.3417,89.9261,57.11,63,86,11.97,overcast clouds
522,Flinders,AU,-34.5833,150.8552,68.18,68,34,4.0,scattered clouds
523,Semey,KZ,50.4111,80.2275,75.42,31,0,13.42,clear sky
524,Delta Del Tigre,UY,-34.7633,-56.3853,53.89,96,100,10.98,overcast clouds
525,Perth,AU,-31.9333,115.8333,66.33,53,20,16.11,few clouds
526,Mayumba,GA,-3.432,10.6554,69.46,92,81,0.51,broken clouds
527,La Ronge,CA,55.1001,-105.2842,59.22,100,75,4.61,broken clouds
528,Valparaiso,CL,-33.0393,-71.6273,53.47,95,100,4.61,overcast clouds
529,Paita,PE,-5.0892,-81.1144,63.52,90,53,8.48,broken clouds
530,Vanimo,PG,-2.6741,141.3028,84.25,74,57,9.22,broken clouds
531,Aborlan,PH,9.4352,118.5492,89.67,69,86,5.79,overcast clouds
532,Nabire,ID,-3.3667,135.4833,84.49,71,48,3.91,scattered clouds
533,Lulea,SE,65.5842,22.1547,60.87,82,0,2.3,clear sky
534,Damara,CF,4.9608,18.7035,69.24,95,59,2.48,broken clouds
535,Northam,GB,51.0333,-4.2167,59.61,96,87,19.57,overcast clouds
536,Sucre,BO,-19.0333,-65.2627,53.69,60,3,4.25,clear sky
537,Santa Lucia,ES,27.9117,-15.5407,67.32,78,0,20.71,clear sky
538,Malakal,SS,9.5334,31.6605,72.37,87,92,3.11,overcast clouds
539,Thai Binh,VN,20.45,106.3333,91.58,55,4,8.97,clear sky
540,Quixeramobim,BR,-5.1992,-39.2928,76.23,54,100,8.37,overcast clouds
541,Zyryanka,RU,65.75,150.85,78.55,25,35,4.14,scattered clouds
542,Lumberton,US,34.6182,-79.0086,79.11,88,0,3.44,clear sky
543,Taunggyi,MM,20.7833,97.0333,78.37,59,8,4.23,clear sky
544,San Jeronimo,PE,-11.9472,-75.2829,45.5,85,100,1.34,overcast clouds
545,Zonalnaya Stantsiya,RU,56.4269,85.0221,57.31,72,75,8.95,light rain
546,Laje,BR,-10.1833,-40.9667,62.26,86,69,9.28,broken clouds
547,Yuanping,CN,38.7153,112.7575,88.61,36,38,4.63,scattered clouds
548,Lima,PE,-12.0432,-77.0282,58.89,87,40,10.36,scattered clouds
549,Lomza,PL,53.1781,22.0593,60.71,80,50,3.91,scattered clouds
550,Praia,CV,14.9215,-23.5087,77.54,94,40,3.44,scattered clouds
551,Aksarka,RU,66.5606,67.7975,56.37,57,87,18.92,overcast clouds
552,Kidal,ML,18.4411,1.4078,86.72,38,23,5.66,few clouds
553,San Quintin,MX,30.4833,-115.95,66.74,84,91,11.92,overcast clouds
554,Kaifeng,CN,34.7911,114.3483,91.65,53,7,8.66,clear sky
555,Gushikawa,JP,26.3544,127.8686,89.19,70,75,11.5,broken clouds
556,Fengxian,CN,34.7039,116.5872,89.04,58,16,9.08,few clouds
557,Kununurra,AU,-15.7667,128.7333,91.38,9,6,8.05,clear sky
558,Hervey Bay,AU,-25.2986,152.8535,67.8,65,6,10.13,clear sky
559,Madimba,TZ,-10.4,40.3333,71.01,81,2,6.89,clear sky
560,Farafangana,MG,-22.8167,47.8333,65.97,87,13,4.47,few clouds
561,Calama,CL,-22.4667,-68.9333,41.49,33,0,16.11,clear sky
562,Chemainus,CA,48.9163,-123.7194,73.87,70,82,2.71,broken clouds
563,Karatau,KZ,43.1667,70.4667,89.35,19,0,9.78,clear sky
564,Bluefields,NI,12.0137,-83.7635,76.05,91,54,6.17,broken clouds
565,Kota Belud,MY,6.351,116.4305,84.88,74,99,5.28,overcast clouds
566,Ola,RU,59.5833,151.2833,68.14,74,96,5.64,overcast clouds
567,Dong Hoi,VN,17.4833,106.6,89.26,60,54,7.83,broken clouds
568,Komoro,JP,36.3167,138.4333,89.44,72,35,1.01,scattered clouds
569,Richards Bay,ZA,-28.783,32.0377,60.67,57,17,15.77,few clouds
570,Grand Gaube,MU,-20.0064,57.6608,73.38,66,4,7.0,clear sky
571,Mariinsk,RU,56.2139,87.7472,52.99,96,96,6.98,light rain
572,Letlhakane,BW,-21.4167,25.5833,55.67,43,13,9.15,few clouds
573,Strelka,RU,58.0728,93.0344,54.95,98,100,4.25,light rain
574,Jardim,BR,-21.4803,-56.1381,69.82,45,40,3.51,scattered clouds
575,Acarau,BR,-2.8856,-40.12,79.0,81,88,16.58,overcast clouds
576,Cobourg,DE,50.2667,10.9667,71.04,65,94,3.04,overcast clouds
577,Banda Aceh,ID,5.5577,95.3222,83.8,74,87,10.11,overcast clouds
578,Kijang,KR,35.2442,129.2139,87.53,82,36,5.44,scattered clouds
579,High Prairie,CA,55.4334,-116.4858,57.63,79,100,5.23,overcast clouds
580,Issoudun,FR,47.0,1.8333,66.85,77,0,10.36,clear sky
581,Dublin,US,37.7021,-121.9358,65.8,78,0,12.66,clear sky
582,Moron,AR,-34.6534,-58.6198,57.0,98,100,9.15,overcast clouds
583,Lingao,CN,19.9103,109.6859,89.38,64,36,5.37,scattered clouds
584,Pathein,MM,16.7833,94.7333,84.6,72,99,5.84,overcast clouds
585,Awjilah,LY,29.1081,21.2869,78.71,32,0,8.37,clear sky
586,Oistins,BB,13.0667,-59.5333,79.52,89,40,11.5,scattered clouds
587,Peringat,MY,6.0333,102.2833,87.75,70,40,8.05,scattered clouds
588,Mao,ES,39.8885,4.2658,77.56,94,0,2.3,clear sky
589,Dores Do Indaia,BR,-19.4633,-45.6017,58.91,66,13,1.43,few clouds
590,Ussel,FR,45.55,2.3167,59.22,67,24,3.38,few clouds
591,Karratha,AU,-20.7377,116.8463,76.66,31,0,19.82,clear sky
592,Pfullendorf,DE,47.9167,9.25,61.92,87,0,2.35,clear sky
593,Abu Kamal,SY,34.4506,40.9171,87.49,21,0,14.32,clear sky
594,Cassilandia,BR,-19.1133,-51.7342,66.88,46,3,1.52,clear sky
595,Waingapu,ID,-9.6567,120.2641,82.94,51,27,15.64,scattered clouds
596,Manica,FR,49.0,-1.1667,59.83,95,66,8.72,broken clouds
597,Coxim,BR,-18.5067,-54.76,70.84,39,0,4.03,clear sky
598,Akureyri,IS,65.6835,-18.0878,46.33,93,100,0.0,overcast clouds
599,Naifaru,MV,5.4444,73.3657,81.81,75,81,11.7,broken clouds
600,Nakamura,JP,32.9833,132.9333,86.45,68,94,5.28,overcast clouds
601,Kwekwe,ZW,-18.9281,29.8149,50.67,55,0,2.55,clear sky
602,Khovu-Aksy,RU,51.1333,93.6,57.9,72,81,7.67,broken clouds
603,Kochki,RU,54.3358,80.4806,68.47,49,87,11.34,overcast clouds
604,Gigmoto,PH,13.7796,124.39,86.97,68,50,4.63,scattered clouds
605,Lubbock,US,33.6001,-101.8338,85.14,35,0,9.22,clear sky
606,Rossosh,RU,51.1209,38.5116,72.12,68,26,7.99,scattered clouds
607,Cap Malheureux,MU,-19.9842,57.6142,73.47,66,4,7.0,clear sky
608,Siocon,PH,7.7061,122.1353,83.37,80,95,3.94,overcast clouds
609,Moyo,UG,3.6609,31.7247,66.06,92,60,2.55,broken clouds
610,Monywa,MM,22.1167,95.1333,90.25,54,76,3.74,broken clouds
611,Boquete,PA,8.7833,-82.4333,67.19,94,97,3.78,overcast clouds
612,Hattiesburg,US,31.3271,-89.2903,79.65,96,0,4.61,clear sky
613,Anjozorobe,MG,-18.4,47.8667,53.73,74,33,4.03,scattered clouds
614,Hobyo,SO,5.3505,48.5268,77.9,71,60,22.03,broken clouds
615,Batticaloa,LK,7.7102,81.6924,86.02,58,78,5.44,broken clouds
616,Bowen,AU,-20.0167,148.2333,71.02,69,4,12.86,clear sky
617,Lorengau,PG,-2.0226,147.2712,85.5,69,48,9.26,scattered clouds
618,Manggar,ID,-2.8833,108.2667,84.61,67,69,15.19,broken clouds
619,Tawang,IN,27.5833,91.8667,60.98,88,100,3.91,overcast clouds
620,Merrill,US,45.1805,-89.6835,58.95,75,0,1.01,clear sky
621,Jinxiang,CN,27.4327,120.6062,89.71,68,12,6.44,few clouds
622,Mecca,SA,21.4267,39.8261,86.32,60,78,24.07,broken clouds
623,Axim,GH,4.8699,-2.2405,73.0,85,52,6.62,broken clouds
624,Ayagoz,KZ,47.9714,80.4392,75.2,24,0,14.27,clear sky
625,Mapiripan,CO,2.8892,-72.1256,71.73,96,100,2.1,overcast clouds
626,Pauini,BR,-7.7136,-66.9764,73.49,80,16,2.89,few clouds
627,Beira,MZ,-19.8436,34.8389,66.29,94,20,6.91,few clouds
628,Bang Rakam,TH,16.7585,100.1174,93.96,55,20,4.61,few clouds
629,Miraflores,MX,19.2167,-98.8083,58.96,92,95,2.17,overcast clouds
630,Emerald,AU,-23.5333,148.1667,71.35,54,0,7.78,clear sky
631,Alyangula,AU,-13.8483,136.4192,77.31,67,68,3.71,broken clouds
632,Mount Isa,AU,-20.7333,139.5,85.77,23,0,8.05,clear sky
633,Superior,US,46.7208,-92.1041,58.17,79,0,5.75,clear sky
634,Taltal,CL,-25.4,-70.4833,55.35,89,23,2.55,few clouds
635,Aswan,EG,24.0934,32.907,87.1,23,0,9.22,clear sky
636,Funadhoo,MV,6.15,73.2667,81.88,77,65,13.78,broken clouds
637,Serra Talhada,BR,-7.9919,-38.2983,62.53,94,29,9.26,scattered clouds
638,Hirara,JP,24.8,125.2833,91.67,66,40,9.22,scattered clouds
639,Itabera,BR,-23.8619,-49.1372,59.34,71,100,4.41,overcast clouds
640,Delhi,IN,28.6667,77.2167,86.09,79,75,9.22,mist
641,Mariental,NA,-24.6333,17.9667,52.77,62,50,6.55,scattered clouds
642,Kemijarvi,FI,66.7131,27.4306,60.13,59,70,7.2,broken clouds
643,Pendleton,US,45.6721,-118.7886,80.2,36,0,11.99,clear sky
644,Mayskiy,RU,47.6931,40.1025,72.81,45,39,7.96,scattered clouds
645,Baneh,IR,35.9975,45.8853,73.24,50,0,6.91,clear sky
646,Karpogory,RU,64.0019,44.4451,59.74,63,100,4.43,overcast clouds
647,Ginda,IN,30.6945,78.4932,66.49,96,100,1.72,overcast clouds
648,Ciudad Bolivar,VE,8.1222,-63.5497,75.97,86,100,8.88,overcast clouds
649,Ugoofaaru,MV,5.6667,73.0,81.9,76,77,12.35,broken clouds
650,Volgodonsk,RU,47.5136,42.1514,73.85,56,54,7.2,broken clouds
651,Caravelas,BR,-17.7125,-39.2481,68.85,84,94,6.55,overcast clouds
652,Portland,US,45.5234,-122.6762,81.18,50,20,10.36,few clouds
653,Kokhma,RU,56.9349,41.0915,71.28,68,84,2.82,broken clouds
654,Smithers,CA,54.7804,-127.1743,59.32,88,75,2.3,broken clouds
655,Kalianget,ID,-7.05,113.9333,81.43,56,16,14.36,few clouds
656,Alofi,NU,-19.0595,-169.9187,73.29,64,75,12.66,broken clouds
657,Ayr,GB,55.4627,-4.6339,60.31,94,100,9.22,overcast clouds
658,Virginia,US,37.5481,-77.4467,80.58,76,0,11.5,clear sky
659,Pimenta Bueno,BR,-11.6725,-61.1936,70.83,51,14,2.8,few clouds
660,Ambilobe,MG,-13.2,49.05,72.37,59,5,3.67,clear sky
661,Warman,CA,52.3168,-106.5679,64.09,93,100,4.61,overcast clouds
662,San Policarpo,PH,12.1791,125.5072,84.92,70,63,5.77,moderate rain
663,Huarmey,PE,-10.0681,-78.1522,62.37,88,93,9.95,overcast clouds
664,Nadvoitsy,RU,63.8667,34.3167,57.79,71,93,6.87,overcast clouds
665,Baijiantan,CN,45.6333,85.1833,95.81,15,2,7.58,clear sky
666,Usinsk,RU,65.9939,57.5281,53.11,69,100,11.86,overcast clouds
667,Thunder Bay,CA,48.4001,-89.3168,58.98,82,75,9.22,broken clouds
668,Beyneu,KZ,45.3167,55.2,79.61,44,81,5.01,broken clouds
669,Ekimchan,RU,53.0667,132.9667,87.44,38,11,6.53,few clouds
670,Barabai,ID,-2.5833,115.3833,92.53,40,17,0.72,few clouds
671,Oppdal,NO,62.5943,9.6912,56.57,83,67,9.08,light rain
672,Tignere,CM,7.3667,12.65,64.44,97,100,2.35,moderate rain
673,Honningsvag,NO,70.9821,25.9704,51.55,76,68,2.3,broken clouds
